FREQUENCY,MAGNITUDE,PHASE
4.67735141287196e+01,-2.53577102396085e+00,-8.07808114921974e+00
4.78630092322636e+01,-2.54027276728583e+00,-8.26304722118178e+00
4.89778819368444e+01,-2.54498116451339e+00,-8.45209779970308e+00
5.01187233627270e+01,-2.54990543763712e+00,-8.64531257348937e+00
5.12861383991362e+01,-2.55505519537245e+00,-8.84277204869105e+00
5.24807460249770e+01,-2.56044044705171e+00,-9.04455750136942e+00
5.37031796370250e+01,-2.56607161679190e+00,-9.25075092497776e+00
5.49540873857622e+01,-2.57195955792526e+00,-9.46143497255195e+00
5.62341325190346e+01,-2.57811556766086e+00,-9.67669289331600e+00
5.75439937337154e+01,-2.58455140197266e+00,-9.89660846336379e+00
5.88843655355586e+01,-2.59127929065847e+00,-1.01212659101250e+01
6.02559586074355e+01,-2.59831195256812e+00,-1.03507498302474e+01
6.16595001861479e+01,-2.60566261093953e+00,-1.05851451005873e+01
6.30957344480190e+01,-2.61334500881807e+00,-1.08245367819446e+01
6.45654229034652e+01,-2.62137342450572e+00,-1.10690100152043e+01
6.60693448007593e+01,-2.62976268699656e+00,-1.13186499095262e+01
6.76082975391978e+01,-2.63852819133388e+00,-1.15735414222420e+01
6.91830970918933e+01,-2.64768591383810e+00,-1.18337692300970e+01
7.07945784384134e+01,-2.65725242712063e+00,-1.20994175915164e+01
7.24435960074986e+01,-2.66724491483414e+00,-1.23705701995224e+01
7.41310241300914e+01,-2.67768118605253e+00,-1.26473100250134e+01
7.58577575029180e+01,-2.68857968920900e+00,-1.29297191500677e+01
7.76247116628688e+01,-2.69995952549033e+00,-1.32178785909872e+01
7.94328234724277e+01,-2.71184046158690e+00,-1.35118681108027e+01
8.12830516164095e+01,-2.72424294168062e+00,-1.38117660210092e+01
8.31763771102667e+01,-2.73718809856318e+00,-1.41176489722961e+01
8.51138038202372e+01,-2.75069776374792e+00,-1.44295917341160e+01
8.70963589956076e+01,-2.76479447643908e+00,-1.47476669629595e+01
8.91250938133741e+01,-2.77950149122850e+00,-1.50719449592335e+01
9.12010839355905e+01,-2.79484278434515e+00,-1.54024934127582e+01
9.33254300796986e+01,-2.81084305832271e+00,-1.57393771368799e+01
9.54992586021431e+01,-2.82752774489610e+00,-1.60826577913519e+01
9.77237220955805e+01,-2.84492300597042e+00,-1.64323935941436e+01
9.99999999999995e+01,-2.86305573246428e+00,-1.67886390224911e+01
1.02329299228075e+02,-2.88195354085233e+00,-1.71514445035448e+01
1.04712854805089e+02,-2.90164476721064e+00,-1.75208560951060e+01
1.07151930523760e+02,-2.92215845856449e+00,-1.78969151570582e+01
1.09647819614318e+02,-2.94352436134273e+00,-1.82796580142064e+01
1.12201845430196e+02,-2.96577290673588e+00,-1.86691156113807e+01
1.14815362149688e+02,-2.98893519275357e+00,-1.90653131618028e+01
1.17489755493952e+02,-3.01304296278351e+00,-1.94682697898494e+01
1.20226443461741e+02,-3.03812858046008e+00,-1.98779981694959e+01
1.23026877081237e+02,-3.06422500063715e+00,-2.02945041599293e+01
1.25892541179416e+02,-3.09136573630260e+00,-2.07177864399011e+01
1.28824955169313e+02,-3.11958482124717e+00,-2.11478361426463e+01
1.31825673855640e+02,-3.14891676833728e+00,-2.15846364933088e+01
1.34896288259165e+02,-3.17939652325293e+00,-2.20281624509946e+01
1.38038426460288e+02,-3.21105941356324e+00,-2.24783803577706e+01
1.41253754462275e+02,-3.24394109305431e+00,-2.29352475970336e+01
1.44543977074592e+02,-3.27807748122331e+00,-2.33987122639162e+01
1.47910838816820e+02,-3.31350469791666e+00,-2.38687128504431e+01
1.51356124843620e+02,-3.35025899309443e+00,-2.43451779483752e+01
1.54881661891247e+02,-3.38837667175787e+00,-2.48280259727482e+01
1.58489319246110e+02,-3.42789401411655e+00,-2.53171649092136e+01
1.62181009735892e+02,-3.46884719110217e+00,-2.58124920884140e+01
1.65958690743755e+02,-3.51127217540850e+00,-2.63138939905941e+01
1.69824365246173e+02,-3.55520464825970e+00,-2.68212460837576e+01
1.73780082874936e+02,-3.60067990218037e+00,-2.73344126986115e+01
1.77827941003891e+02,-3.64773274009024e+00,-2.78532469435031e+01
1.81970085860997e+02,-3.69639737109095e+00,-2.83775906625124e+01
1.86208713666286e+02,-3.74670730339508e+00,-2.89072744396355e+01
1.90546071796323e+02,-3.79869523486714e+00,-2.94421176519596e+01
1.94984459975803e+02,-3.85239294173613e+00,-2.99819285743873e+01
1.99526231496887e+02,-3.90783116607073e+00,-3.05265045382840e+01
2.04173794466952e+02,-3.96503950266502e+00,-3.10756321460977e+01
2.08929613085403e+02,-4.02404628603633e+00,-3.16290875436185e+01
2.13796208950222e+02,-4.08487847827011e+00,-3.21866367511853e+01
2.18776162394954e+02,-4.14756155848899e+00,-3.27480360546939e+01
2.23872113856832e+02,-4.21211941475588e+00,-3.33130324567685e+01
2.29086765276776e+02,-4.27857423924198e+00,-3.38813641879680e+01
2.34422881531991e+02,-4.34694642750603e+00,-3.44527612773524e+01
2.39883291901947e+02,-4.41725448274210e+00,-3.50269461811577e+01
2.45470891568501e+02,-4.48951492584709e+00,-3.56036344677650e+01
2.51188643150956e+02,-4.56374221214799e+00,-3.61825355565549e+01
2.57039578276885e+02,-4.63994865561088e+00,-3.67633535076274e+01
2.63026799189536e+02,-4.71814436131232e+00,-3.73457878588314e+01
2.69153480392690e+02,-4.79833716692199e+00,-3.79295345059212e+01
2.75422870333815e+02,-4.88053259388263e+00,-3.85142866211687e+01
2.81838293126443e+02,-4.96473380891728e+00,-3.90997356052145e+01
2.88403150312659e+02,-5.05094159641956e+00,-3.96855720664861e+01
2.95120922666637e+02,-5.13915434220310e+00,-4.02714868220883e+01
3.01995172040200e+02,-5.22936802899630e+00,-4.08571719137193e+01
3.09029543251357e+02,-5.32157624397979e+00,-4.14423216318326e+01
3.16227766016836e+02,-5.41577019855691e+00,-4.20266335410731e+01
3.23593656929626e+02,-5.51193876045172e+00,-4.26098094998039e+01
3.31131121482589e+02,-5.61006849811444e+00,-4.31915566665016e+01
3.38844156139200e+02,-5.71014373731430e+00,-4.37715884857314e+01
3.46736850452529e+02,-5.81214662968599e+00,-4.43496256465099e+01
3.54813389233573e+02,-5.91605723289021e+00,-4.49253970059998e+01
3.63078054770099e+02,-6.02185360194849e+00,-4.54986404716567e+01
3.71535229097170e+02,-6.12951189120533e+00,-4.60691038352836e+01
3.80189396320558e+02,-6.23900646628157e+00,-4.66365455527447e+01
3.89045144994278e+02,-6.35031002529042e+00,-4.72007354635268e+01
3.98107170553494e+02,-6.46339372850392e+00,-4.77614554448070e+01
4.07380277804110e+02,-6.57822733558427e+00,-4.83184999951949e+01
4.16869383470332e+02,-6.69477934942957e+00,-4.88716767438606e+01
4.26579518801589e+02,-6.81301716561919e+00,-4.94208068814192e+01
4.36515832240163e+02,-6.93290722640398e+00,-4.99657255095015e+01
4.46683592150960e+02,-7.05441517814004e+00,-5.05062819066630e+01
4.57088189614872e+02,-7.17750603103920e+00,-5.10423397089318e+01
4.67735141287195e+02,-7.30214432008928e+00,-5.15737770039923e+01
4.78630092322635e+02,-7.42829426598619e+00,-5.21004863387130e+01
4.89778819368442e+02,-7.55591993492293e+00,-5.26223746404031e+01
5.01187233627268e+02,-7.68498539608423e+00,-5.31393630529431e+01
5.12861383991361e+02,-7.81545487572548e+00,-5.36513866895177e+01
5.24807460249769e+02,-7.94729290673020e+00,-5.41583943044954e+01
5.37031796370249e+02,-8.08046447259106e+00,-5.46603478875238e+01
5.49540873857620e+02,-8.21493514479794e+00,-5.51572221836416e+01
5.62341325190345e+02,-8.35067121267723e+00,-5.56490041437579e+01
5.75439937337152e+02,-8.48763980478848e+00,-5.61356923104575e+01
5.88843655355584e+02,-8.62580900105925e+00,-5.66172961446016e+01
6.02559586074353e+02,-8.76514793491931e+00,-5.70938352986838e+01
6.16595001861477e+02,-8.90562688477978e+00,-5.75653388433880e+01
6.30957344480188e+02,-9.04721735430459e+00,-5.80318444540948e+01
6.45654229034650e+02,-9.18989214101376e+00,-5.84933975645162e+01
6.60693448007591e+02,-9.33362539287198e+00,-5.89500504948056e+01
6.76082975391976e+02,-9.47839265261980e+00,-5.94018615617709e+01
6.91830970918931e+02,-9.62417088972465e+00,-5.98488941788624e+01
7.07945784384132e+02,-9.77093851994067e+00,-6.02912159537100e+01
7.24435960074984e+02,-9.91867541258589e+00,-6.07288977909229e+01
7.41310241300911e+02,-1.00673628857625e+01,-6.11620130077382e+01
7.58577575029177e+02,-1.02169836898604e+01,-6.15906364699222e+01
7.76247116628685e+02,-1.03675219797960e+01,-6.20148437550344e+01
7.94328234724275e+02,-1.05189632765475e+01,-6.24347103497895e+01
8.12830516164092e+02,-1.06712944186457e+01,-6.28503108878171e+01
8.31763771102664e+02,-1.08245035043751e+01,-6.32617184336005e+01
8.51138038202369e+02,-1.09785798255223e+01,-6.36690038177762e+01
8.70963589956073e+02,-1.11335137935808e+01,-6.40722350283426e+01
8.91250938133738e+02,-1.12892968593845e+01,-6.44714766616250e+01
9.12010839355902e+02,-1.14459214271897e+01,-6.48667894360752e+01
9.33254300796983e+02,-1.16033807642566e+01,-6.52582297712956e+01
9.54992586021428e+02,-1.17616689070087e+01,-6.56458494337639e+01
9.77237220955802e+02,-1.19207805648458e+01,-6.60296952500662e+01
9.99999999999991e+02,-1.20807110226863e+01,-6.64098088875830e+01
1.02329299228075e+03,-1.22414560432847e+01,-6.67862267018335e+01
1.04712854805089e+03,-1.24030117703400e+01,-6.71589796489268e+01
1.07151930523760e+03,-1.25653746333570e+01,-6.75280932609311e+01
1.09647819614318e+03,-1.27285412551672e+01,-6.78935876812497e+01
1.12201845430195e+03,-1.28925083629401e+01,-6.82554777565903e+01
1.14815362149687e+03,-1.30572727034424e+01,-6.86137731815743e+01
1.17489755493952e+03,-1.32228309632100e+01,-6.89684786915909e+01
1.20226443461740e+03,-1.33891796942116e+01,-6.93195942991917e+01
1.23026877081237e+03,-1.35563152454831e+01,-6.96671155689999e+01
1.25892541179416e+03,-1.37242337011160e+01,-7.00110339259755e+01
1.28824955169312e+03,-1.38929308248870e+01,-7.03513369917358e+01
1.31825673855640e+03,-1.40624020117170e+01,-7.06880089436445e+01
1.34896288259164e+03,-1.42326422460570e+01,-7.10210308913966e+01
1.38038426460287e+03,-1.44036460672094e+01,-7.13503812659863e+01
1.41253754462274e+03,-1.45754075415089e+01,-7.16760362161189e+01
1.44543977074591e+03,-1.47479202412116e+01,-7.19979700073650e+01
1.47910838816819e+03,-1.49211772298737e+01,-7.23161554196533e+01
1.51356124843619e+03,-1.50951710539366e+01,-7.26305641390416e+01
1.54881661891247e+03,-1.52698937401855e+01,-7.29411671400522e+01
1.58489319246110e+03,-1.54453367987041e+01,-7.32479350552628e+01
1.62181009735891e+03,-1.56214912309132e+01,-7.35508385292221e+01
1.65958690743754e+03,-1.57983475422526e+01,-7.38498485542008e+01
1.69824365246173e+03,-1.59758957590495e+01,-7.41449367856717e+01
1.73780082874936e+03,-1.61541254491056e+01,-7.44360758358186e+01
1.77827941003891e+03,-1.63330257455292e+01,-7.47232395437842e+01
1.81970085860997e+03,-1.65125853733458e+01,-7.50064032216989e+01
1.86208713666285e+03,-1.66927926784261e+01,-7.52855438759343e+01
1.90546071796323e+03,-1.68736356582870e+01,-7.55606404032909e+01
1.94984459975803e+03,-1.70551019943381e+01,-7.58316737621915e+01
1.99526231496886e+03,-1.72371790851714e+01,-7.60986271191492e+01
2.04173794466951e+03,-1.74198540805126e+01,-7.63614859710835e+01
2.08929613085402e+03,-1.76031139154854e+01,-7.66202382442150e+01
2.13796208950221e+03,-1.77869453448653e+01,-7.68748743704675e+01
2.18776162394953e+03,-1.79713349770318e+01,-7.71253873424516e+01
2.23872113856832e+03,-1.81562693073569e+01,-7.73717727482166e+01
2.29086765276775e+03,-1.83417347508004e+01,-7.76140287870493e+01
2.34422881531990e+03,-1.85277176735108e+01,-7.78521562676642e+01
2.39883291901947e+03,-1.87142044232599e+01,-7.80861585901750e+01
2.45470891568501e+03,-1.89011813585683e+01,-7.83160417132570e+01
2.51188643150955e+03,-1.90886348764050e+01,-7.85418141079062e+01
2.57039578276884e+03,-1.92765514383679e+01,-7.87634866992015e+01
2.63026799189535e+03,-1.94649175952780e+01,-7.89810727974315e+01
2.69153480392689e+03,-1.96537200101386e+01,-7.91945880199223e+01
2.75422870333814e+03,-1.98429454794315e+01,-7.94040502048412e+01
2.81838293126442e+03,-2.00325809527403e+01,-7.96094793181972e+01
2.88403150312658e+03,-2.02226135507048e+01,-7.98108973551968e+01
2.95120922666635e+03,-2.04130305813256e+01,-8.00083282370401e+01
3.01995172040198e+03,-2.06038195546497e+01,-8.02017977041660e+01
3.09029543251356e+03,-2.07949681958768e+01,-8.03913332068956e+01
3.16227766016835e+03,-2.09864644569369e+01,-8.05769637943253e+01
3.23593656929625e+03,-2.11782965265948e+01,-8.07587200022652e+01
3.31131121482588e+03,-2.13704528391438e+01,-8.09366337409350e+01
3.38844156139199e+03,-2.15629220817548e+01,-8.11107381830587e+01
3.46736850452528e+03,-2.17556932005513e+01,-8.12810676529265e+01
3.54813389233572e+03,-2.19487554054811e+01,-8.14476575169395e+01
3.63078054770097e+03,-2.21420981740587e+01,-8.16105440760676e+01
3.71535229097168e+03,-2.23357112540522e+01,-8.17697644606068e+01
3.80189396320557e+03,-2.25295846651867e+01,-8.19253565275664e+01
3.89045144994276e+03,-2.27237086999385e+01,-8.20773587609498e+01
3.98107170553493e+03,-2.29180739234900e+01,-8.22258101751629e+01
4.07380277804108e+03,-2.31126711729148e+01,-8.23707502217247e+01
4.16869383470331e+03,-2.33074915556602e+01,-8.25122186994219e+01
4.26579518801588e+03,-2.35025264473910e+01,-8.26502556680116e+01
4.36515832240161e+03,-2.36977674892579e+01,-8.27849013655363e+01
4.46683592150958e+03,-2.38932065846470e+01,-8.29161961292968e+01
4.57088189614870e+03,-2.40888358954691e+01,-8.30441803204924e+01
4.67735141287193e+03,-2.42846478380391e+01,-8.31688942525134e+01
4.78630092322633e+03,-2.44806350785969e+01,-8.32903781228641e+01
4.89778819368441e+03,-2.46767905285153e+01,-8.34086719486554e+01
5.01187233627267e+03,-2.48731073392397e+01,-8.35238155056080e+01
5.12861383991359e+03,-2.50695788969981e+01,-8.36358482704873e+01
5.24807460249767e+03,-2.52661988173207e+01,-8.37448093668760e+01
5.37031796370247e+03,-2.54629609394030e+01,-8.38507375141911e+01
5.49540873857618e+03,-2.56598593203439e+01,-8.39536709798330e+01
5.62341325190343e+03,-2.58568882292883e+01,-8.40536475343591e+01
5.75439937337150e+03,-2.60540421415010e+01,-8.41507044095615e+01
5.88843655355582e+03,-2.62513157323956e+01,-8.42448782593319e+01
6.02559586074351e+03,-2.64487038715408e+01,-8.43362051231881e+01
6.16595001861475e+03,-2.66462016166631e+01,-8.44247203923408e+01
6.30957344480186e+03,-2.68438042076642e+01,-8.45104587781774e+01
6.45654229034648e+03,-2.70415070606689e+01,-8.45934542830394e+01
6.60693448007588e+03,-2.72393057621162e+01,-8.46737401731702e+01
6.76082975391974e+03,-2.74371960629079e+01,-8.47513489537164e+01
6.91830970918928e+03,-2.76351738726237e+01,-8.48263123456605e+01
7.07945784384129e+03,-2.78332352538124e+01,-8.48986612645737e+01
7.24435960074981e+03,-2.80313764163678e+01,-8.49684258010745e+01
7.41310241300908e+03,-2.82295937119952e+01,-8.50356352028840e+01
7.58577575029174e+03,-2.84278836287750e+01,-8.51003178583716e+01
7.76247116628682e+03,-2.86262427858259e+01,-8.51625012814910e+01
7.94328234724272e+03,-2.88246679280742e+01,-8.52222120980065e+01
8.12830516164089e+03,-2.90231559211292e+01,-8.52794760329135e+01
8.31763771102661e+03,-2.92217037462677e+01,-8.53343178989653e+01
8.51138038202366e+03,-2.94203084955292e+01,-8.53867615862171e+01
8.70963589956070e+03,-2.96189673669216e+01,-8.54368300525033e+01
8.91250938133734e+03,-2.98176776597368e+01,-8.54845453147699e+01
9.12010839355898e+03,-3.00164367699770e+01,-8.55299284411850e+01
9.33254300796979e+03,-3.02152421858895e+01,-8.55729995439568e+01
